,State,Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
730,4,10552.16999,0,1,2,1,2,47761.0,1,2,131.0,2.0,54.0,0.0,6.0,2,2,4,2,232.711071,3,1
731,3,11681.37428,0,1,3,1,2,70930.0,1,3,99.0,2.0,21.0,0.0,2.0,2,0,4,2,190.43446,4,0
732,2,8737.837514,0,0,3,1,2,61281.0,1,2,110.0,7.0,16.0,0.0,7.0,2,2,4,2,79.865605,3,0
733,4,5454.890731,0,1,3,2,2,0.0,0,3,82.0,4.0,77.0,1.0,3.0,3,8,4,0,393.6,5,3
734,2,7705.283329000001,0,0,3,1,2,25290.0,0,1,66.0,0.0,4.0,0.0,2.0,2,0,1,3,382.08589700000005,4,0
735,2,7039.262387000001,0,1,4,1,1,24239.0,1,2,88.0,25.0,5.0,0.0,8.0,2,0,2,3,48.348319000000004,4,0
736,1,8838.085637,1,0,3,1,2,82664.0,1,2,114.0,24.0,10.0,3.0,9.0,2,0,3,2,133.425609,3,0
737,2,8733.527338,0,0,3,1,2,83210.0,0,3,110.0,0.0,25.0,0.0,3.0,2,2,1,0,528.0,2,3
738,0,9597.474777,0,1,3,1,1,38736.0,0,3,81.0,7.0,35.0,0.0,2.0,2,2,4,3,561.414794,5,1
739,1,4506.660224,0,0,0,2,2,0.0,0,1,66.0,0.0,10.0,0.0,9.0,2,2,4,3,316.8,4,0
740,0,17857.97233,0,0,0,1,2,55437.0,0,2,64.0,5.0,78.0,1.0,2.0,2,2,1,2,445.287788,4,0
741,3,4737.871725,0,1,0,2,1,0.0,1,2,130.0,0.0,93.0,0.0,1.0,2,2,1,0,23.820158,3,0
742,0,5426.136238,0,0,2,2,2,0.0,0,2,71.0,33.0,83.0,0.0,3.0,3,8,4,2,407.99683999999996,4,0
743,1,7998.143770999999,0,0,4,1,1,29066.0,0,2,100.0,13.0,51.0,0.0,3.0,2,2,3,0,844.229478,3,0
744,4,2897.620704,0,0,3,1,2,54337.0,0,2,72.0,27.0,7.0,0.0,1.0,2,4,1,4,345.6,4,0
745,0,11599.502190000001,0,1,4,1,1,67616.0,2,2,96.0,25.0,17.0,0.0,2.0,2,2,1,2,340.306584,4,0
746,1,15147.93055,0,0,3,1,1,41082.0,1,2,63.0,23.0,94.0,0.0,2.0,2,4,1,4,106.647493,5,0
747,3,5435.767832,0,0,4,2,1,0.0,0,1,73.0,12.0,71.0,0.0,4.0,2,0,3,0,626.116259,4,1
748,4,2725.356404,1,0,2,1,1,36650.0,1,2,69.0,2.0,70.0,1.0,1.0,2,0,3,4,56.60333000000001,4,3
749,0,13297.71225,0,0,0,1,1,50631.0,0,2,112.0,19.0,12.0,4.0,2.0,1,6,3,2,784.6578099999999,3,0
750,1,9927.049694,0,1,0,5,2,19592.0,0,3,92.0,31.0,63.0,0.0,2.0,2,4,2,4,441.6,4,0
751,3,17771.54902,0,2,4,2,1,0.0,0,2,114.0,30.0,1.0,0.0,2.0,2,4,1,0,547.2,5,0
752,2,18269.27017,0,0,0,1,1,55761.0,1,3,115.0,22.0,73.0,0.0,2.0,2,2,4,0,86.27772,2,0
753,1,2722.210707,1,0,0,5,1,17576.0,0,2,71.0,29.0,70.0,0.0,1.0,1,5,3,3,398.502948,4,0
754,1,7083.212356999999,0,1,3,1,1,41449.0,1,2,89.0,15.0,45.0,0.0,5.0,2,4,2,0,63.516572,4,0
755,1,10179.717040000001,1,2,3,3,1,14290.0,0,2,271.0,20.0,40.0,0.0,1.0,2,0,4,2,1300.8,1,0
756,4,5889.5090979999995,0,0,0,1,1,62007.0,1,2,73.0,4.0,7.0,0.0,3.0,2,2,3,2,120.01560900000001,4,0
757,2,15771.393419999999,0,1,4,5,2,21921.0,0,2,206.0,14.0,44.0,0.0,3.0,3,3,4,0,1254.137899,1,3
758,2,5288.173294,0,0,3,1,1,42621.0,0,2,66.0,8.0,3.0,0.0,3.0,2,0,3,3,316.8,4,0
759,0,27580.55396,0,1,0,2,2,0.0,0,3,87.0,16.0,41.0,1.0,2.0,2,2,4,2,417.6,4,3
760,3,7778.532347,0,0,4,1,2,63786.0,2,1,196.0,30.0,81.0,0.0,1.0,3,8,4,0,798.0026889999999,1,0
761,1,7341.861257,0,0,4,2,1,0.0,1,2,104.0,1.0,48.0,3.0,7.0,2,2,4,0,82.041684,2,0
762,1,7919.197048,0,1,4,1,1,82877.0,1,2,99.0,8.0,89.0,1.0,3.0,2,2,4,2,22.819088,5,0
763,2,2163.870179,0,0,0,2,2,0.0,0,1,63.0,0.0,75.0,0.0,1.0,3,8,3,0,302.4,5,0
764,4,9787.808819,0,1,4,3,2,10475.0,0,2,88.0,13.0,81.0,1.0,2.0,2,4,4,0,422.4,5,1
765,0,5207.640754,0,0,4,1,1,21952.0,0,2,66.0,20.0,31.0,0.0,6.0,2,0,2,0,316.8,4,1
766,0,21147.277159999998,0,1,3,1,1,49721.0,0,2,132.0,18.0,49.0,0.0,2.0,3,8,1,3,639.9713879999999,2,3
767,1,12280.766609999999,1,2,0,1,2,88340.0,0,2,102.0,16.0,1.0,0.0,2.0,2,2,4,0,489.6,5,0
768,1,2441.394244,0,0,0,2,1,0.0,0,2,65.0,7.0,28.0,0.0,1.0,2,2,3,0,312.0,4,0
769,0,6535.560574,0,0,3,2,2,0.0,0,1,65.0,14.0,62.0,0.0,2.0,3,3,1,0,468.0,4,0
770,3,9206.598256000001,0,1,0,3,1,24589.0,0,2,82.0,33.0,39.0,0.0,2.0,2,2,4,0,511.497882,5,0
771,1,4118.588554,1,2,3,1,1,69379.0,0,1,103.0,14.0,79.0,0.0,1.0,2,2,4,0,494.4,5,0
772,4,4838.208971999999,0,0,3,1,1,73769.0,2,2,61.0,24.0,95.0,2.0,3.0,2,2,2,4,239.540223,4,0
773,1,4625.548097999999,0,0,0,1,1,66670.0,2,2,114.0,23.0,6.0,0.0,1.0,2,2,1,2,518.1803639999999,3,0
774,2,14042.103000000001,0,2,3,1,2,88854.0,0,1,118.0,6.0,50.0,0.0,2.0,2,4,4,0,715.252366,5,0
775,0,7546.613549,0,0,3,1,2,31266.0,0,2,193.0,6.0,79.0,0.0,1.0,3,8,2,0,926.4,6,3
776,1,2514.59196,1,0,4,1,1,43860.0,1,1,65.0,15.0,58.0,0.0,1.0,2,4,3,2,156.124914,4,0
777,1,5170.358435,0,1,3,1,2,89284.0,2,3,133.0,4.0,62.0,2.0,1.0,3,8,4,4,402.070719,3,0
778,0,13917.37715,0,1,0,1,2,67267.0,1,1,89.0,31.0,10.0,0.0,2.0,3,8,1,3,94.814032,4,0
779,1,11318.13083,0,1,4,1,1,79270.0,0,2,95.0,28.0,61.0,3.0,2.0,2,0,3,0,456.0,4,0
780,0,4276.363627000001,0,2,3,1,2,36692.0,0,2,109.0,1.0,6.0,1.0,1.0,2,2,3,3,523.2,4,0
781,0,4322.240343,0,0,4,2,1,0.0,0,3,119.0,0.0,37.0,0.0,1.0,2,2,3,2,571.2,3,0
782,1,8002.308333,1,0,0,2,1,0.0,0,2,107.0,3.0,65.0,0.0,3.0,3,8,4,2,513.6,3,0
783,4,3885.456401,1,2,0,2,2,0.0,0,2,105.0,3.0,92.0,0.0,1.0,3,8,4,0,504.0,4,3
784,0,4471.778239,0,1,0,2,2,0.0,0,1,135.0,8.0,14.0,0.0,1.0,2,2,4,2,972.0,3,0
785,1,8496.352846,0,0,4,1,1,44624.0,1,2,71.0,10.0,79.0,1.0,2.0,1,9,2,4,73.883044,4,0
786,2,22500.88348,0,0,0,2,1,0.0,0,1,71.0,1.0,23.0,0.0,2.0,3,3,2,3,340.8,4,0
787,4,16301.9676,1,1,2,3,1,19614.0,0,2,85.0,21.0,32.0,0.0,2.0,2,4,3,2,574.024018,5,0
788,0,2319.7359079999997,0,0,0,2,1,0.0,0,1,64.0,31.0,53.0,0.0,1.0,2,0,1,0,632.715382,4,0
789,2,8717.049833,1,0,0,1,2,83846.0,0,2,74.0,22.0,94.0,3.0,2.0,1,6,3,2,355.2,4,3
790,3,2860.1117449999997,0,0,0,1,2,51159.0,1,2,72.0,4.0,61.0,0.0,1.0,2,4,3,0,4.238626,4,0
791,1,2453.408288,0,0,0,1,2,83772.0,1,3,62.0,13.0,76.0,0.0,1.0,2,2,1,0,42.248087,5,3
792,2,5989.773931000001,1,2,0,1,2,66839.0,0,1,154.0,33.0,24.0,0.0,1.0,2,4,3,0,739.2,2,0
793,2,24980.22553,0,0,0,1,1,88440.0,1,1,70.0,19.0,30.0,0.0,2.0,2,2,2,0,27.145151000000002,5,0
794,2,7482.639506,0,0,2,1,1,25666.0,2,2,63.0,7.0,30.0,2.0,2.0,2,2,2,3,270.002766,4,0
795,0,2457.576007,0,0,4,1,1,52926.0,0,2,61.0,2.0,92.0,0.0,1.0,2,2,4,3,292.8,4,0
796,4,2379.741171,0,0,3,2,1,0.0,0,1,67.0,16.0,90.0,0.0,1.0,2,2,1,2,494.946438,4,0
797,3,8286.964420999999,0,0,3,1,1,40001.0,1,3,70.0,26.0,7.0,0.0,2.0,2,2,4,0,142.56700800000002,4,0
798,1,2393.9153690000003,1,0,0,2,2,0.0,0,1,70.0,24.0,10.0,0.0,1.0,2,2,4,0,425.266308,4,0
799,0,4657.159469,0,0,0,4,2,18024.0,0,1,65.0,13.0,1.0,0.0,3.0,2,2,4,2,312.0,5,0
800,0,13197.92893,1,0,0,2,1,0.0,0,1,68.0,19.0,2.0,3.0,2.0,2,2,4,2,326.4,4,3
801,0,2803.9167260000004,0,0,3,5,1,23220.0,2,2,74.0,3.0,73.0,0.0,1.0,2,2,4,2,251.33424700000003,4,0
802,1,8646.504109,1,0,4,1,1,64125.0,2,2,108.0,3.0,44.0,0.0,3.0,2,2,3,0,369.818708,3,3
803,0,7425.870642,0,0,0,1,1,58042.0,2,2,62.0,14.0,88.0,0.0,2.0,3,8,1,2,161.419528,4,0
804,0,4528.737362,0,0,4,1,1,90034.0,0,2,112.0,5.0,86.0,0.0,1.0,3,8,4,3,537.6,3,0
805,4,2227.072755,1,0,4,3,2,27972.0,0,2,61.0,7.0,38.0,0.0,1.0,1,6,1,4,292.8,4,0
806,1,7292.9487579999995,0,0,4,2,1,0.0,0,1,65.0,6.0,45.0,0.0,2.0,2,2,3,0,312.0,4,0
807,2,3184.355246,0,1,3,1,2,50989.0,2,2,80.0,3.0,11.0,0.0,1.0,3,8,3,2,255.999709,4,0
808,2,11315.20373,1,2,3,4,1,11885.0,0,3,101.0,18.0,39.0,0.0,2.0,1,6,4,2,484.8,4,0
809,1,2530.705137,1,0,3,1,1,89451.0,1,1,63.0,11.0,2.0,0.0,1.0,1,5,3,4,61.769564,4,0
810,0,18361.55525,0,0,3,2,2,0.0,0,1,182.0,3.0,56.0,0.0,2.0,2,4,4,4,1310.4,6,0
811,3,8641.530036,0,0,3,1,2,78904.0,1,3,109.0,10.0,38.0,0.0,9.0,2,2,2,0,250.00142400000001,3,3
812,2,3278.53188,0,1,1,1,2,70247.0,1,1,83.0,13.0,19.0,1.0,1.0,2,4,2,3,141.799422,4,0
813,2,5271.982115999999,0,0,4,1,2,32653.0,0,2,67.0,4.0,25.0,0.0,9.0,2,0,4,2,321.6,5,3
814,3,3763.637743,0,1,4,1,2,93595.0,1,2,97.0,15.0,30.0,4.0,1.0,1,5,2,2,49.797016,4,0
815,1,13955.569609999999,0,0,2,1,2,90279.0,2,3,115.0,7.0,64.0,0.0,2.0,2,0,1,3,372.175592,3,0
816,0,5001.527484,0,0,0,2,1,0.0,0,1,72.0,3.0,56.0,0.0,3.0,2,2,4,2,542.14385,4,1
817,1,7082.830426,0,0,3,1,2,53310.0,0,3,189.0,26.0,33.0,3.0,1.0,2,2,3,0,1360.8,6,0
818,1,7619.482766,0,2,0,2,2,0.0,0,3,105.0,5.0,42.0,0.0,5.0,2,2,4,2,504.0,4,0
819,0,12550.88198,0,2,3,1,1,22234.0,0,3,160.0,0.0,92.0,0.0,3.0,2,2,4,2,768.0,3,0
820,3,32196.60037,0,1,4,1,1,91375.0,1,2,99.0,22.0,89.0,0.0,2.0,2,0,2,3,72.63293399999999,5,0
821,4,6793.77405,0,1,4,1,1,22250.0,0,2,86.0,10.0,36.0,0.0,3.0,2,2,1,4,720.601429,5,0
822,0,5272.319663,0,1,3,2,2,0.0,0,1,80.0,9.0,69.0,0.0,7.0,2,2,1,2,576.0,4,0
823,0,6265.343299,1,1,1,2,1,0.0,0,2,84.0,18.0,25.0,1.0,4.0,2,0,4,2,481.02578600000004,4,0
824,1,8547.586142,0,0,4,1,1,51179.0,0,2,71.0,10.0,25.0,0.0,2.0,3,3,4,3,466.17673099999996,4,1
825,1,2787.423683,0,0,3,1,2,38667.0,1,1,72.0,8.0,67.0,0.0,1.0,2,2,4,2,159.266473,4,0
826,1,4626.801093,1,0,2,1,1,79487.0,0,3,114.0,20.0,87.0,0.0,1.0,3,3,3,0,547.2,3,0
827,4,8663.363959,0,2,1,1,1,67763.0,1,2,107.0,28.0,10.0,2.0,9.0,2,2,4,4,41.283167,4,0
828,4,3872.222217,0,0,4,2,2,0.0,0,1,62.0,8.0,81.0,2.0,6.0,3,8,4,3,503.808329,4,0
829,0,5170.811494,0,0,0,2,1,0.0,0,1,71.0,5.0,20.0,0.0,5.0,3,3,4,3,859.5994109999999,4,1
830,1,8960.280213,0,0,2,1,1,71943.0,2,1,112.0,8.0,51.0,0.0,4.0,3,3,1,2,305.653785,3,0
831,0,5471.83429,0,0,0,1,1,53526.0,2,2,68.0,27.0,69.0,0.0,4.0,2,2,4,2,278.902846,4,0
832,0,34931.001710000004,0,2,0,1,2,35005.0,0,2,295.0,14.0,46.0,0.0,2.0,2,2,3,4,1416.0,6,1
833,1,2620.392335,0,0,0,1,2,24721.0,1,2,67.0,3.0,76.0,0.0,1.0,2,4,3,0,139.963594,4,0
834,3,19069.49954,0,2,0,2,2,0.0,0,1,102.0,29.0,72.0,2.0,2.0,2,2,4,0,734.4,4,0
835,2,5757.442258,1,0,2,1,2,88997.0,1,3,72.0,9.0,71.0,0.0,3.0,2,2,3,0,174.041566,4,1
836,2,40224.013589999995,0,0,2,1,2,48587.0,0,2,111.0,7.0,14.0,0.0,2.0,2,4,4,0,532.8,3,0
837,2,2701.488341,0,0,4,1,1,76310.0,0,2,67.0,1.0,33.0,0.0,1.0,2,2,2,0,321.6,5,0
838,1,3712.430479,0,1,3,1,2,73205.0,1,2,92.0,9.0,18.0,0.0,1.0,2,4,1,0,37.299865000000004,4,0
839,0,21850.84002,0,1,0,1,1,51056.0,1,2,78.0,27.0,86.0,0.0,2.0,2,0,1,0,95.81651600000001,4,3
840,1,7840.1657780000005,1,1,0,1,2,58414.0,0,1,210.0,7.0,24.0,2.0,1.0,2,2,3,2,1008.0,1,1
841,1,8237.037945,0,0,3,5,1,23940.0,0,2,107.0,13.0,34.0,0.0,7.0,2,2,4,3,513.6,3,1
842,1,2243.473907,0,0,4,2,1,0.0,0,1,62.0,26.0,18.0,0.0,1.0,2,2,2,3,446.4,4,0
843,1,8434.464067,0,0,3,1,2,44216.0,1,2,71.0,24.0,36.0,0.0,2.0,2,4,4,2,72.205362,4,3
844,1,2227.072755,1,0,4,3,2,27972.0,0,2,61.0,7.0,38.0,0.0,1.0,3,8,1,4,292.8,4,0
845,2,5170.025981000001,0,0,4,2,1,0.0,0,2,69.0,27.0,48.0,0.0,9.0,2,4,3,3,331.2,4,1
846,1,2641.446062,0,0,2,1,1,29305.0,0,2,66.0,1.0,38.0,0.0,1.0,2,4,1,4,475.2,4,1
847,1,2790.682957,0,0,0,1,1,53882.0,0,2,69.0,14.0,33.0,0.0,1.0,2,2,4,2,331.2,4,0
848,0,2745.129849,0,0,0,1,2,91757.0,0,2,69.0,29.0,58.0,1.0,1.0,2,2,3,4,331.2,4,0
849,1,7579.532717,0,0,3,1,1,33906.0,0,2,64.0,25.0,49.0,0.0,2.0,2,4,4,0,401.592109,5,1
850,0,10978.780279999999,0,1,3,1,2,68158.0,1,2,139.0,28.0,87.0,1.0,4.0,2,4,4,3,253.183568,3,0
851,1,8255.060054000001,0,1,0,2,2,0.0,0,1,134.0,24.0,86.0,3.0,5.0,2,0,4,2,643.2,3,0
852,0,4747.734642,0,1,0,1,2,42165.0,0,1,123.0,22.0,66.0,0.0,1.0,3,8,4,0,799.673766,3,3
853,3,3540.90425,0,0,0,2,2,0.0,0,1,101.0,24.0,11.0,0.0,1.0,2,2,2,4,727.2,3,0
854,1,3436.134281,1,1,1,1,2,30817.0,1,3,88.0,25.0,43.0,0.0,1.0,2,2,3,0,91.83466800000001,4,0
855,1,2582.185301,0,0,3,1,2,68074.0,1,2,65.0,12.0,62.0,0.0,1.0,2,0,2,0,27.987866999999998,4,0
856,3,44771.299360000005,0,1,4,2,2,0.0,0,2,131.0,20.0,59.0,0.0,2.0,2,2,1,2,842.391832,3,0
857,1,7396.283653,0,1,2,1,1,71135.0,2,2,92.0,11.0,64.0,1.0,3.0,2,2,4,0,270.56399500000003,4,0
858,1,4330.799785,0,0,0,2,1,0.0,0,1,61.0,30.0,35.0,0.0,3.0,2,2,1,2,292.8,5,0
859,0,9075.768214,1,0,2,1,2,37722.0,1,1,116.0,8.0,23.0,0.0,8.0,2,0,4,2,158.077504,2,0
860,2,14635.45158,1,1,3,2,1,0.0,0,3,139.0,5.0,56.0,0.0,2.0,2,2,4,3,667.2,3,0
861,3,5609.082493999999,0,0,0,1,1,44705.0,1,3,71.0,21.0,63.0,0.0,6.0,2,4,4,0,148.17315200000002,5,0
862,1,11565.68747,0,1,0,1,1,64642.0,2,2,96.0,3.0,79.0,0.0,2.0,2,4,1,0,404.265696,4,3
863,0,2771.0450309999997,1,0,0,1,1,50071.0,1,1,71.0,3.0,32.0,0.0,1.0,2,4,3,2,18.918935,5,0
864,0,8507.128824,0,0,4,1,2,46754.0,0,2,106.0,5.0,70.0,1.0,9.0,2,2,1,4,513.818403,3,0
865,1,7582.113842,1,0,0,1,2,64801.0,2,2,64.0,23.0,19.0,0.0,2.0,3,8,3,4,268.471802,4,0
866,2,3323.092454,0,1,3,1,2,70410.0,1,2,83.0,25.0,13.0,0.0,1.0,2,2,3,4,131.828507,4,0
867,4,5234.331741,0,1,4,1,1,66957.0,0,2,131.0,31.0,4.0,1.0,1.0,2,0,3,4,628.8,3,0
868,4,24709.59957,0,1,4,1,1,24213.0,0,1,78.0,11.0,28.0,1.0,2.0,2,2,3,2,374.4,4,0
869,3,3123.080994,1,0,3,2,2,0.0,0,2,101.0,1.0,83.0,4.0,1.0,1,9,4,2,960.115399,3,3
870,0,2551.226692,1,0,2,1,2,79751.0,0,2,63.0,15.0,67.0,0.0,1.0,2,2,1,4,392.235698,5,1
871,2,7247.713672,0,0,4,1,2,86122.0,0,2,182.0,33.0,54.0,1.0,1.0,2,4,3,2,873.6,1,1
872,2,4538.847818,0,0,3,1,2,82297.0,1,1,116.0,5.0,62.0,0.0,1.0,2,2,4,3,0.38210700000000003,2,0
873,3,2687.314108,0,0,1,1,1,82210.0,1,2,68.0,33.0,46.0,4.0,1.0,2,4,1,3,51.961915000000005,4,0
874,1,8730.421977,0,0,4,1,2,43259.0,0,2,73.0,12.0,18.0,0.0,2.0,2,4,4,0,350.4,4,0
875,0,8332.730556999999,0,1,0,2,2,0.0,0,2,79.0,7.0,72.0,0.0,2.0,2,2,3,4,379.2,4,0
876,1,2357.747015,0,0,0,4,2,25064.0,0,2,62.0,17.0,34.0,0.0,1.0,2,2,4,3,297.6,4,0
877,2,4637.164036,0,0,2,1,2,25816.0,0,1,119.0,18.0,63.0,0.0,1.0,2,0,1,2,571.2,2,0
878,1,5357.192698,0,0,3,2,2,0.0,0,2,73.0,14.0,74.0,0.0,8.0,2,2,4,3,350.853987,4,3
879,0,5391.970996,0,0,0,1,1,41662.0,2,3,69.0,27.0,73.0,0.0,6.0,3,8,4,2,217.97316800000002,4,0
880,2,3694.1404979999998,0,1,3,1,2,96170.0,0,2,92.0,8.0,86.0,0.0,1.0,2,0,3,3,441.6,4,3
881,2,5040.412436,0,0,4,1,1,46072.0,1,1,64.0,0.0,61.0,0.0,4.0,2,2,4,0,25.934064000000003,4,0
882,2,27495.42188,0,1,4,1,1,37931.0,0,2,99.0,8.0,31.0,0.0,2.0,2,2,3,0,475.2,4,1
883,0,4842.284965,0,0,4,1,2,35127.0,0,2,62.0,9.0,21.0,0.0,5.0,2,4,3,2,297.6,4,1
884,3,2678.058299,0,0,1,1,1,72450.0,1,2,66.0,21.0,58.0,0.0,1.0,3,8,2,0,84.218363,4,0
885,4,5227.101938000001,0,1,0,1,1,93087.0,0,2,131.0,14.0,25.0,3.0,1.0,3,8,4,2,628.8,2,0
886,2,2590.096027,0,0,4,1,2,22398.0,0,2,67.0,23.0,76.0,2.0,1.0,2,0,4,2,321.6,4,3
887,1,10536.07798,0,1,4,1,2,92983.0,1,2,87.0,9.0,77.0,1.0,2.0,3,8,4,2,153.205591,4,0
888,2,8581.278701000001,0,1,3,5,2,27689.0,0,2,239.0,0.0,72.0,2.0,1.0,2,4,3,4,2893.239678,1,0
889,1,9463.113263,0,0,0,1,1,69654.0,0,2,118.0,10.0,50.0,0.0,7.0,3,8,4,0,629.532731,3,1
890,1,13441.00637,0,0,3,1,1,80744.0,2,2,111.0,15.0,19.0,0.0,2.0,2,2,1,4,361.28475699999996,3,0
891,1,3886.5048070000003,0,0,3,2,1,0.0,0,1,112.0,13.0,59.0,0.0,1.0,3,3,4,2,1185.9883009999999,3,0
892,2,6784.893690000001,0,0,4,2,1,0.0,0,1,64.0,7.0,5.0,1.0,2.0,2,4,4,3,460.8,4,3
893,2,23594.6802,1,0,3,1,2,76358.0,1,2,66.0,25.0,3.0,0.0,2.0,1,9,1,2,86.46158199999999,4,0
894,0,2538.62632,1,0,3,3,2,18608.0,0,3,71.0,13.0,24.0,0.0,1.0,3,8,3,4,340.8,4,0
895,1,5639.941974,1,0,4,1,2,73168.0,0,2,70.0,21.0,50.0,0.0,3.0,2,2,3,2,425.800112,4,0
896,3,2459.171724,0,0,4,1,2,21190.0,0,2,65.0,24.0,68.0,2.0,1.0,2,2,3,3,312.0,4,0
897,3,2667.270014,0,0,0,1,1,94041.0,1,2,66.0,14.0,11.0,0.0,1.0,2,2,1,2,159.756733,4,0
898,4,13778.369330000001,0,2,2,1,1,91474.0,1,2,113.0,9.0,99.0,0.0,2.0,3,8,1,0,24.087774,5,3
899,1,4923.181689999999,0,0,3,1,1,61469.0,0,2,63.0,16.0,65.0,5.0,3.0,2,2,1,0,302.4,4,1
900,2,2272.335352,0,0,4,5,1,16618.0,2,1,62.0,0.0,40.0,0.0,1.0,1,5,1,0,219.28870600000002,4,0
901,1,14895.397980000002,0,0,3,1,1,48081.0,2,2,188.0,31.0,12.0,0.0,5.0,2,2,4,0,881.360959,1,1
902,0,9756.044954,0,1,1,1,2,67632.0,1,2,121.0,0.0,44.0,0.0,4.0,2,2,4,0,26.951627000000002,2,0
903,0,9422.974113,0,0,3,1,1,34115.0,2,2,119.0,6.0,73.0,0.0,6.0,2,4,4,2,466.122541,3,0
904,2,3837.357574,0,1,4,5,2,23051.0,0,3,99.0,31.0,86.0,0.0,1.0,2,0,4,2,475.2,5,0
905,1,10952.13189,0,1,0,5,2,23748.0,0,2,99.0,0.0,24.0,0.0,2.0,2,4,3,2,607.095655,4,3
906,2,8159.136579000001,0,0,0,1,1,40589.0,0,3,69.0,23.0,68.0,0.0,2.0,3,8,2,0,331.2,4,0
907,1,19480.49981,0,1,0,1,1,50809.0,2,1,83.0,29.0,58.0,0.0,2.0,2,0,4,0,290.381707,4,0
908,2,3919.3667219999998,1,1,4,1,1,66676.0,0,2,97.0,0.0,40.0,0.0,1.0,2,4,1,2,558.099357,4,1
909,4,7985.142140000001,0,0,3,1,1,52339.0,0,3,70.0,7.0,55.0,3.0,2.0,3,8,1,4,336.0,4,0
910,0,12168.744920000001,1,0,3,3,2,14973.0,0,3,115.0,2.0,75.0,0.0,2.0,2,2,4,0,828.0,3,0
911,2,5849.321497999999,0,1,4,2,1,0.0,0,1,83.0,2.0,47.0,0.0,4.0,3,3,1,2,540.5141150000001,4,0
912,2,5085.836595000001,0,0,3,1,1,31546.0,1,3,65.0,4.0,83.0,0.0,9.0,2,2,4,0,100.049832,4,0
913,1,2903.939763,0,0,0,1,1,67763.0,1,2,73.0,17.0,69.0,1.0,1.0,2,2,4,2,59.861963,4,0
914,3,31162.6933,0,1,4,1,2,83170.0,2,2,97.0,0.0,53.0,0.0,2.0,2,4,3,2,344.118069,4,0
915,3,3086.873854,0,1,2,5,1,19464.0,0,1,84.0,10.0,94.0,1.0,1.0,2,4,1,2,871.505797,4,1
916,0,5178.704151,0,0,0,1,1,66943.0,1,2,65.0,33.0,10.0,1.0,7.0,1,5,1,3,53.084753000000006,4,0
917,2,14024.358390000001,1,2,4,1,1,81872.0,1,2,115.0,10.0,55.0,0.0,2.0,1,6,3,4,256.43802999999997,4,0
918,3,10640.93932,0,1,2,1,2,50450.0,1,1,90.0,11.0,68.0,0.0,2.0,2,2,2,0,135.89244399999998,5,0
919,1,4949.803822,0,0,4,1,1,21342.0,1,2,62.0,34.0,72.0,0.0,3.0,2,4,1,2,74.350893,4,0
920,1,8595.665294,0,0,3,1,2,34621.0,0,2,108.0,21.0,32.0,1.0,8.0,3,8,4,0,621.464468,3,0
921,0,22951.892000000003,0,0,0,1,2,62396.0,0,2,64.0,13.0,18.0,0.0,2.0,2,4,1,3,307.2,4,1
922,0,3792.13031,0,1,4,1,2,97212.0,2,2,93.0,28.0,61.0,0.0,1.0,2,0,3,3,360.05589,5,0
923,2,2755.747968,0,0,3,1,1,49648.0,1,3,70.0,0.0,23.0,0.0,1.0,2,2,3,3,65.954813,4,0
924,2,4880.339614,0,0,0,1,2,97984.0,0,2,61.0,1.0,36.0,1.0,5.0,2,4,3,2,407.45011800000003,4,1
925,1,9051.905275,0,0,0,1,1,26308.0,0,2,114.0,10.0,30.0,0.0,3.0,3,8,1,4,547.2,3,0
926,0,10115.44622,0,2,0,1,1,63528.0,0,3,256.0,15.0,23.0,0.0,1.0,2,2,3,2,1228.8,6,3
927,4,8269.075366,0,0,0,5,2,20225.0,0,2,114.0,27.0,64.0,1.0,6.0,1,5,1,3,547.2,3,1
928,4,8071.65295,0,0,4,2,2,0.0,0,1,112.0,3.0,84.0,0.0,7.0,2,2,4,4,806.4,3,1
929,0,7726.993623,0,0,4,1,1,87620.0,1,2,64.0,3.0,15.0,0.0,2.0,2,2,1,3,24.063693,4,0
930,1,8311.1359,0,0,3,2,1,0.0,2,2,72.0,22.0,79.0,0.0,2.0,3,3,3,2,311.329282,4,0
931,4,2574.020376,1,0,2,1,1,34990.0,1,1,65.0,23.0,73.0,0.0,1.0,2,2,3,4,42.689135,4,0
932,0,5727.327124,0,0,3,1,2,99934.0,0,2,71.0,9.0,12.0,0.0,3.0,1,9,2,4,460.323855,4,0
933,3,5441.4201299999995,0,0,3,1,1,85702.0,2,2,67.0,9.0,74.0,0.0,6.0,2,4,2,0,249.085887,5,0
934,0,2744.519593,0,0,3,1,2,94648.0,0,3,69.0,19.0,64.0,0.0,1.0,2,4,4,0,331.2,4,0
935,1,5636.740347,0,0,4,1,1,24516.0,2,2,71.0,11.0,23.0,0.0,8.0,2,2,1,3,300.607591,4,0
936,2,16870.3882,0,1,3,1,2,61063.0,2,2,85.0,21.0,4.0,0.0,2.0,2,4,3,2,262.504882,4,0
937,1,2738.001957,0,0,2,2,2,0.0,2,2,74.0,27.0,91.0,0.0,1.0,2,4,4,0,263.365432,5,0
